 Drosophila Celegans
0 "gi|671162298|ref|NP_001288144.1| unextended, isoform H [Drosophila melanogaster]" "gi|392925573|ref|NP_508521.2| Protein C33D12.2 [Caenorhabditis elegans]"
1414 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392920629|ref|NP_001256291.1| Protein Y42A5A.4, isoform a [Caenorhabditis elegans]"
1415 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392920627|ref|NP_001256290.1| Protein Y42A5A.4, isoform c [Caenorhabditis elegans]"
1416 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392920625|ref|NP_001256289.1| Protein Y42A5A.4, isoform b [Caenorhabditis elegans]"
1417 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392901397|ref|NP_001255695.1| Protein MBK-2, isoform f [Caenorhabditis elegans]"
1418 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|453232268|ref|NP_001263802.1| Protein MBK-2, isoform h [Caenorhabditis elegans]"
1419 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392901394|ref|NP_001255694.1| Protein MBK-2, isoform g [Caenorhabditis elegans]"
1420 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
1421 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392921746|ref|NP_001256561.1| Protein PAR-1, isoform g [Caenorhabditis elegans]"
1422 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392921742|ref|NP_001256559.1| Protein PAR-1, isoform f [Caenorhabditis elegans]"
1423 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392921744|ref|NP_001256560.1| Protein PAR-1, isoform j [Caenorhabditis elegans]"
1424 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
1425 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392918123|ref|NP_001023760.2| Protein KIN-33, isoform c [Caenorhabditis elegans]"
1426 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392918121|ref|NP_503159.3| Protein KIN-33, isoform a [Caenorhabditis elegans]"
1427 "gi|665401398|ref|NP_001286494.1| Cyclin-dependent kinase 4, isoform E [Drosophila melanogaster]" "gi|392892180|ref|NP_001254363.1| Protein MAX-2, isoform d [Caenorhabditis elegans]"
1428 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392894690|ref|NP_001254914.1| Protein CDK-12, isoform b [Caenorhabditis elegans]"
1429 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392894694|ref|NP_001254916.1| Protein CDK-12, isoform a [Caenorhabditis elegans]"
1430 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392894692|ref|NP_001254915.1| Protein CDK-12, isoform c [Caenorhabditis elegans]"
1431 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392920629|ref|NP_001256291.1| Protein Y42A5A.4, isoform a [Caenorhabditis elegans]"
1432 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392920627|ref|NP_001256290.1| Protein Y42A5A.4, isoform c [Caenorhabditis elegans]"
1433 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392920625|ref|NP_001256289.1| Protein Y42A5A.4, isoform b [Caenorhabditis elegans]"
1434 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392901397|ref|NP_001255695.1| Protein MBK-2, isoform f [Caenorhabditis elegans]"
1435 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|453232268|ref|NP_001263802.1| Protein MBK-2, isoform h [Caenorhabditis elegans]"
1436 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392901394|ref|NP_001255694.1| Protein MBK-2, isoform g [Caenorhabditis elegans]"
1437 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
1438 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392921746|ref|NP_001256561.1| Protein PAR-1, isoform g [Caenorhabditis elegans]"
1439 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392921742|ref|NP_001256559.1| Protein PAR-1, isoform f [Caenorhabditis elegans]"
1440 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392921744|ref|NP_001256560.1| Protein PAR-1, isoform j [Caenorhabditis elegans]"
1441 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
1442 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392918123|ref|NP_001023760.2| Protein KIN-33, isoform c [Caenorhabditis elegans]"
1443 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392918121|ref|NP_503159.3| Protein KIN-33, isoform a [Caenorhabditis elegans]"
1444 "gi|665401396|ref|NP_001286493.1| Cyclin-dependent kinase 4, isoform D [Drosophila melanogaster]" "gi|392892180|ref|NP_001254363.1| Protein MAX-2, isoform d [Caenorhabditis elegans]"
1445 "gi|665401385|ref|NP_001286492.1| CG4945, isoform D [Drosophila melanogaster]" "gi|392921746|ref|NP_001256561.1| Protein PAR-1, isoform g [Caenorhabditis elegans]"
1446 "gi|665401385|ref|NP_001286492.1| CG4945, isoform D [Drosophila melanogaster]" "gi|392921742|ref|NP_001256559.1| Protein PAR-1, isoform f [Caenorhabditis elegans]"
1447 "gi|665401385|ref|NP_001286492.1| CG4945, isoform D [Drosophila melanogaster]" "gi|392921738|ref|NP_001122967.2| Protein PAR-1, isoform d [Caenorhabditis elegans]"
1448 "gi|665401385|ref|NP_001286492.1| CG4945, isoform D [Drosophila melanogaster]" "gi|392921744|ref|NP_001256560.1| Protein PAR-1, isoform j [Caenorhabditis elegans]"
1449 "gi|665401385|ref|NP_001286492.1| CG4945, isoform D [Drosophila melanogaster]" "gi|392921754|ref|NP_001256565.1| Protein PAR-1, isoform e [Caenorhabditis elegans]"
1450 "gi|665401278|ref|NP_001286476.1| juvenile hormone esterase, isoform C [Drosophila melanogaster]" "gi|392919300|ref|NP_504692.3| Protein K11G9.2 [Caenorhabditis elegans]"
1451 "gi|665401278|ref|NP_001286476.1| juvenile hormone esterase, isoform C [Drosophila melanogaster]" "gi|392926410|ref|NP_509187.4| Protein R173.3 [Caenorhabditis elegans]"
1452 "gi|665401278|ref|NP_001286476.1| juvenile hormone esterase, isoform C [Drosophila melanogaster]" "gi|392926240|ref|NP_741812.2| Protein T07H6.1, isoform a [Caenorhabditis elegans]"
1453 "gi|665401278|ref|NP_001286476.1| juvenile hormone esterase, isoform C [Drosophila melanogaster]" "gi|453232050|ref|NP_499576.4| Protein Y75B8A.3 [Caenorhabditis elegans]"
1454 "gi|665401278|ref|NP_001286476.1| juvenile hormone esterase, isoform C [Drosophila melanogaster]" "gi|392921762|ref|NP_001256566.1| Protein ZC376.2, isoform a [Caenorhabditis elegans]"
1455 "gi|665401278|ref|NP_001286476.1| juvenile hormone esterase, isoform C [Drosophila melanogaster]" "gi|392921764|ref|NP_001256567.1| Protein ZC376.2, isoform b [Caenorhabditis elegans]"
1456 "gi|665401278|ref|NP_001286476.1| juvenile hormone esterase, isoform C [Drosophila melanogaster]" "gi|392927800|ref|NP_001257225.1| Protein NLG-1, isoform d [Caenorhabditis elegans]"
1457 "gi|665401258|ref|NP_001286474.1| SP2353, isoform B [Drosophila melanogaster]" "gi|392892547|ref|NP_001254438.1| Protein UNC-52, isoform g [Caenorhabditis elegans]"
1458 "gi|665401169|ref|NP_001286462.1| kinesin heavy chain 73, isoform F [Drosophila melanogaster]" "gi|453231794|ref|NP_741019.3| Protein UNC-104, isoform a [Caenorhabditis elegans]"
1459 "gi|665401169|ref|NP_001286462.1| kinesin heavy chain 73, isoform F [Drosophila melanogaster]" "gi|453231792|ref|NP_001022041.2| Protein UNC-104, isoform b [Caenorhabditis elegans]"
1460 "gi|665401169|ref|NP_001286462.1| kinesin heavy chain 73, isoform F [Drosophila melanogaster]" "gi|392899779|ref|NP_001255329.1| Protein KLP-11, isoform e [Caenorhabditis elegans]"
1461 "gi|665401169|ref|NP_001286462.1| kinesin heavy chain 73, isoform F [Drosophila melanogaster]" "gi|392926164|ref|NP_001257034.1| Protein KLP-13, isoform c [Caenorhabditis elegans]"
1462 "gi|665401169|ref|NP_001286462.1| kinesin heavy chain 73, isoform F [Drosophila melanogaster]" "gi|392921856|ref|NP_001256587.1| Protein BMK-1, isoform b [Caenorhabditis elegans]"
1463 "gi|665401169|ref|NP_001286462.1| kinesin heavy chain 73, isoform F [Drosophila melanogaster]" "gi|392921854|ref|NP_001256586.1| Protein BMK-1, isoform a [Caenorhabditis elegans]"
1464 "gi|665401163|ref|NP_001286461.1| GalNAc-T1, isoform C [Drosophila melanogaster]" "gi|392923087|ref|NP_001256888.1| Protein GLY-4, isoform c [Caenorhabditis elegans]"
1465 "gi|665401075|ref|NP_001286441.1| CG8093, isoform B [Drosophila melanogaster]" "gi|392919369|ref|NP_504755.2| Protein LIPL-6 [Caenorhabditis elegans]"
1466 "gi|665401054|ref|NP_001286439.1| hibris, isoform C [Drosophila melanogaster]" "gi|392926259|ref|NP_509073.3| Protein IGCM-2 [Caenorhabditis elegans]"
1467 "gi|665401025|ref|NP_001286436.1| Cyp317a1, isoform C [Drosophila melanogaster]" "gi|392894536|ref|NP_497775.3| Protein CYP-25A1 [Caenorhabditis elegans]"
1468 "gi|665401023|ref|NP_001286435.1| Cyp317a1, isoform B [Drosophila melanogaster]" "gi|392894536|ref|NP_497775.3| Protein CYP-25A1 [Caenorhabditis elegans]"
1469 "gi|665401017|ref|NP_001286434.1| Cyp6a19, isoform B [Drosophila melanogaster]" "gi|392894536|ref|NP_497775.3| Protein CYP-25A1 [Caenorhabditis elegans]"
1470 "gi|665401013|ref|NP_001286433.1| cytochrome P450-6a17, isoform B [Drosophila melanogaster]" "gi|392894536|ref|NP_497775.3| Protein CYP-25A1 [Caenorhabditis elegans]"
1471 "gi|665401013|ref|NP_001286433.1| cytochrome P450-6a17, isoform B [Drosophila melanogaster]" "gi|392926107|ref|NP_508961.3| Protein CYP-43A1 [Caenorhabditis elegans]"
1472 "gi|665401010|ref|NP_001286432.1| Cyp6a22, isoform C [Drosophila melanogaster]" "gi|392894536|ref|NP_497775.3| Protein CYP-25A1 [Caenorhabditis elegans]"
1473 "gi|665401010|ref|NP_001286432.1| Cyp6a22, isoform C [Drosophila melanogaster]" "gi|392926107|ref|NP_508961.3| Protein CYP-43A1 [Caenorhabditis elegans]"
1474 "gi|665401008|ref|NP_001286431.1| Cyp6a22, isoform B [Drosophila melanogaster]" "gi|392894536|ref|NP_497775.3| Protein CYP-25A1 [Caenorhabditis elegans]"
1475 "gi|665401008|ref|NP_001286431.1| Cyp6a22, isoform B [Drosophila melanogaster]" "gi|392926107|ref|NP_508961.3| Protein CYP-43A1 [Caenorhabditis elegans]"
1476 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392926410|ref|NP_509187.4| Protein R173.3 [Caenorhabditis elegans]"
1477 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392921762|ref|NP_001256566.1| Protein ZC376.2, isoform a [Caenorhabditis elegans]"
1478 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392921764|ref|NP_001256567.1| Protein ZC376.2, isoform b [Caenorhabditis elegans]"
1479 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392926240|ref|NP_741812.2| Protein T07H6.1, isoform a [Caenorhabditis elegans]"
1480 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|453232050|ref|NP_499576.4| Protein Y75B8A.3 [Caenorhabditis elegans]"
1481 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392919300|ref|NP_504692.3| Protein K11G9.2 [Caenorhabditis elegans]"
1482 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392927800|ref|NP_001257225.1| Protein NLG-1, isoform d [Caenorhabditis elegans]"
1483 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392927798|ref|NP_001257224.1| Protein NLG-1, isoform c [Caenorhabditis elegans]"
1484 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392927802|ref|NP_001257226.1| Protein NLG-1, isoform e [Caenorhabditis elegans]"
1485 "gi|665400926|ref|NP_001286421.1| CG12869, isoform C [Drosophila melanogaster]" "gi|392927539|ref|NP_001257187.1| Protein C23H4.4, isoform a [Caenorhabditis elegans]"
1486 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392926410|ref|NP_509187.4| Protein R173.3 [Caenorhabditis elegans]"
1487 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392921762|ref|NP_001256566.1| Protein ZC376.2, isoform a [Caenorhabditis elegans]"
1488 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392921764|ref|NP_001256567.1| Protein ZC376.2, isoform b [Caenorhabditis elegans]"
1489 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392926240|ref|NP_741812.2| Protein T07H6.1, isoform a [Caenorhabditis elegans]"
1490 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|453232050|ref|NP_499576.4| Protein Y75B8A.3 [Caenorhabditis elegans]"
1491 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392919300|ref|NP_504692.3| Protein K11G9.2 [Caenorhabditis elegans]"
1492 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392927800|ref|NP_001257225.1| Protein NLG-1, isoform d [Caenorhabditis elegans]"
1493 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392927798|ref|NP_001257224.1| Protein NLG-1, isoform c [Caenorhabditis elegans]"
1494 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392927802|ref|NP_001257226.1| Protein NLG-1, isoform e [Caenorhabditis elegans]"
1495 "gi|665400924|ref|NP_001286420.1| CG12869, isoform B [Drosophila melanogaster]" "gi|392927539|ref|NP_001257187.1| Protein C23H4.4, isoform a [Caenorhabditis elegans]"
1496 "gi|665400911|ref|NP_001286418.1| CG17385, isoform B [Drosophila melanogaster]" "gi|392926806|ref|NP_509530.2| Protein F47E1.3 [Caenorhabditis elegans]"
1497 "gi|665400911|ref|NP_001286418.1| CG17385, isoform B [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
1498 "gi|665400879|ref|NP_001286416.1| convoluted, isoform B [Drosophila melanogaster]" "gi|392927946|ref|NP_510425.2| Protein LET-4 [Caenorhabditis elegans]"
1499 "gi|665400869|ref|NP_001286414.1| heat shock protein cognate 5, isoform B [Drosophila melanogaster]" "gi|392897136|ref|NP_001255199.1| Protein F11F1.1, isoform a [Caenorhabditis elegans]"
1500 "gi|665400869|ref|NP_001286414.1| heat shock protein cognate 5, isoform B [Drosophila melanogaster]" "gi|392897138|ref|NP_001255200.1| Protein F11F1.1, isoform b [Caenorhabditis elegans]"
1501 "gi|665400842|ref|NP_001286409.1| combgap, isoform M [Drosophila melanogaster]" "gi|392926806|ref|NP_509530.2| Protein F47E1.3 [Caenorhabditis elegans]"
1502 "gi|665400842|ref|NP_001286409.1| combgap, isoform M [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
1503 "gi|665400840|ref|NP_001097306.2| combgap, isoform L [Drosophila melanogaster]" "gi|392926806|ref|NP_509530.2| Protein F47E1.3 [Caenorhabditis elegans]"
1504 "gi|665400840|ref|NP_001097306.2| combgap, isoform L [Drosophila melanogaster]" "gi|392891954|ref|NP_001254324.1| Protein LIN-29, isoform c [Caenorhabditis elegans]"
1505 "gi|665400808|ref|NP_001286404.1| reduction in Cnn dots 1, isoform H [Drosophila melanogaster]" "gi|392918857|ref|NP_001256043.1| Protein F54D11.2 [Caenorhabditis elegans]"
1506 "gi|665400802|ref|NP_001286403.1| prosap, isoform E [Drosophila melanogaster]" "gi|392891765|ref|NP_001254297.1| Protein SHN-1, isoform c [Caenorhabditis elegans]"
1507 "gi|665400800|ref|NP_001246315.2| prosap, isoform D [Drosophila melanogaster]" "gi|392891765|ref|NP_001254297.1| Protein SHN-1, isoform c [Caenorhabditis elegans]"
1508 "gi|665400798|ref|NP_001286402.1| prosap, isoform C [Drosophila melanogaster]" "gi|392891765|ref|NP_001254297.1| Protein SHN-1, isoform c [Caenorhabditis elegans]"
1509 "gi|665400768|ref|NP_725348.2| cysteine proteinase-1, isoform E [Drosophila melanogaster]" "gi|392922426|ref|NP_001256718.1| Protein CPL-1, isoform a [Caenorhabditis elegans]"
1510 "gi|665400768|ref|NP_725348.2| cysteine proteinase-1, isoform E [Drosophila melanogaster]" "gi|392922428|ref|NP_001256719.1| Protein CPL-1, isoform b [Caenorhabditis elegans]"
1511 "gi|665400768|ref|NP_725348.2| cysteine proteinase-1, isoform E [Drosophila melanogaster]" "gi|392923150|ref|NP_507904.2| Protein Y113G7B.15 [Caenorhabditis elegans]"
1512 "gi|665400768|ref|NP_725348.2| cysteine proteinase-1, isoform E [Drosophila melanogaster]" "gi|453231870|ref|NP_496805.3| Protein F15D4.4 [Caenorhabditis elegans]"
1513 "gi|665400768|ref|NP_725348.2| cysteine proteinase-1, isoform E [Drosophila melanogaster]" "gi|392920988|ref|NP_506011.2| Protein F57F5.1 [Caenorhabditis elegans]"
1514 "gi|665400755|ref|NP_001286396.1| CG16935, isoform B [Drosophila melanogaster]" "gi|392896622|ref|NP_001255097.1| Protein Y48A6B.9, isoform a [Caenorhabditis elegans]"
1515 "gi|665400746|ref|NP_001286395.1| CG6337, isoform B [Drosophila melanogaster]" "gi|392922426|ref|NP_001256718.1| Protein CPL-1, isoform a [Caenorhabditis elegans]"
1516 "gi|665400629|ref|NP_001286382.1| CG4646, isoform B [Drosophila melanogaster]" "gi|392920054|ref|NP_505521.2| Protein F46B6.12 [Caenorhabditis elegans]"
1517 "gi|665400589|ref|NP_001286375.1| CG13325, isoform D [Drosophila melanogaster]" "gi|392922360|ref|NP_507114.2| Protein OAC-5 [Caenorhabditis elegans]"
1518 "gi|665400589|ref|NP_001286375.1| CG13325, isoform D [Drosophila melanogaster]" "gi|392891029|ref|NP_495886.2| Protein OAC-46 [Caenorhabditis elegans]"
1519 "gi|665400587|ref|NP_001286374.1| CG13325, isoform C [Drosophila melanogaster]" "gi|392922360|ref|NP_507114.2| Protein OAC-5 [Caenorhabditis elegans]"
1520 "gi|665400587|ref|NP_001286374.1| CG13325, isoform C [Drosophila melanogaster]" "gi|392891029|ref|NP_495886.2| Protein OAC-46 [Caenorhabditis elegans]"
1521 "gi|665400585|ref|NP_001286373.1| CG13325, isoform B [Drosophila melanogaster]" "gi|392922360|ref|NP_507114.2| Protein OAC-5 [Caenorhabditis elegans]"
1522 "gi|665400585|ref|NP_001286373.1| CG13325, isoform B [Drosophila melanogaster]" "gi|392891029|ref|NP_495886.2| Protein OAC-46 [Caenorhabditis elegans]"
1523 "gi|665400581|ref|NP_001286371.1| derailed 2, isoform C [Drosophila melanogaster]" "gi|392925756|ref|NP_508684.4| Protein LIN-18 [Caenorhabditis elegans]"
1524 "gi|665400581|ref|NP_001286371.1| derailed 2, isoform C [Drosophila melanogaster]" "gi|392902334|ref|NP_001255961.1| Protein F11E6.8, isoform b [Caenorhabditis elegans]"
